776	ÁGUA BRANCA	22	
777	ALAGOINHA DO PIAUÍ	22	
778	ALEGRETE DO PIAUÍ	22	
779	ALTO LONGÁ	22	
780	ALTOS	22	
781	ALVORADA DO GURGUÉIA	22	
782	AMARANTE	22	
783	ANGICAL DO PIAUÍ	22	
784	ANÍSIO DE ABREU	22	
785	ANTÔNIO ALMEIDA	22	
786	AROAZES	22	
787	AROEIRAS DO ITAIM	22	
788	ARRAIAL	22	
789	ASSUNÇÃO DO PIAUÍ	22	
790	AVELINO LOPES	22	
791	BAIXA GRANDE DO RIBEIRO	22	
792	BARRA DALCÂNTARA	22	
793	BARRAS	22	
794	BARREIRAS DO PIAUÍ	22	
795	BARRO DURO	22	
796	BATALHA	22	
797	BELA VISTA DO PIAUÍ	22	
798	BELÉM DO PIAUÍ	22	
799	BENEDITINOS	22	
800	BERTOLÍNIA	22	
801	BETÂNIA DO PIAUÍ	22	
802	BOA HORA	22	
803	BOCAINA	22	
804	BOM JESUS	22	
805	BOM PRINCÍPIO DO PIAUÍ	22	
806	BONFIM DO PIAUÍ	22	
807	BOQUEIRÃO DO PIAUÍ	22	
808	BRASILEIRA	22	
809	BREJO DO PIAUÍ	22	
810	BURITI DOS LOPES	22	
811	BURITI DOS MONTES	22	
812	CABECEIRAS DO PIAUÍ	22	
813	CAJAZEIRAS DO PIAUÍ	22	
814	CAJUEIRO DA PRAIA	22	
815	CALDEIRÃO GRANDE DO PIAUÍ	22	
816	CAMPINAS DO PIAUÍ	22	
817	CAMPO ALEGRE DO FIDALGO	22	
818	CAMPO GRANDE DO PIAUÍ	22	
819	CAMPO LARGO DO PIAUÍ	22	
820	CAMPO MAIOR	22	
821	CANAVIEIRA	22	
822	CANTO DO BURITI	22	
823	CAPITÃO DE CAMPOS	22	
824	CAPITÃO GERVÁSIO OLIVEIRA	22	
825	CARACOL	22	
826	CARAÚBAS DO PIAUÍ	22	
827	CARIDADE DO PIAUÍ	22	
828	CASTELO DO PIAUÍ	22	
829	CAXINGÓ	22	
830	COCAL	22	
831	COCAL DE TELHA	22	
832	COCAL DOS ALVES	22	
833	COIVARAS	22	
834	COLÔNIA DO GURGUÉIA	22	
835	COLÔNIA DO PIAUÍ	22	
836	CONCEIÇÃO DO CANINDÉ	22	
837	CORONEL JOSÉ DIAS	22	
838	CORRENTE	22	
